港澳台‖稳流,#genre#
俄罗斯Shanson TV (Opt-1)[720*576],http://hls.shansontv.cdnvideo.ru/shansontv/smil:shansontv.smil/playlist.m3u8
俄罗斯Shanson TV (Opt-2)[640*360],http://chanson-video.hostingradio.ru:8080/hls/chansonabr/live.m3u8
俄罗斯TV-21 Murmansk[768*576],http://tv21.inmurmansk.ru/full_stream.flv
俄罗斯Tivikom Ulan-Udje[1920*1080],http://tvcom.stream.intelema.ru/tvcom/studio/index.m3u8
俄罗斯Tjumenskoe Vremja[1024*576],http://streams.sibinformburo.cdnvideo.ru/sibinformburo/sibinformburo.sdp/playlist.m3u8
俄罗斯TopShop[1047*576],http://tv-topshop.netrack.ru/hls/topshop.m3u8
俄罗斯TRO Soyuz[720*540],http://live2.mediacdn.ru/sr1/tro/playlist.m3u8
俄罗斯Ugra TV[654*360],http://live.ugratv.cdnvideo.ru/ugratv/smil:ugrastream1.smil/playlist.m3u8

国际频道 ■,#genre#
美国CBSN News[1280*720],https://www.cbsnews.com/common/video/dai_prod.m3u8
NHK综合台[1280*720],https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/global/263941/live_wa_s.m3u8
韩国WFCHD[1920*1080],http://wfc.bonus-tv.ru:80/cdn/wfcint/tracks-v1a1/index.m3u8
奥地利KRALHD[1280*720],http://bqgsd19q.rocketcdn.com/kralpop_720/chunklist.m3u8
JUSTMIN TV[1280*720],http://109.71.162.112:1935/live/hd.jasminchannel.stream/chunklist_w934179313.m3u8
Bloomberg[320*180],http://cdn-videos.akamaized.net/btv/desktop/akamai/europe/live/primary.m3u8
V-O-A[512*288],https://voa-lh.akamaihd.net/i/voa_mpls_tvmc6@320298/master.m3u8
澳洲 ABC News[1024*576],https://abc-iview-mediapackagestreams-1.akamaized.net/out/v1/50345bf35f664739912f0b255c172ae9/index.m3u8
英国Jewellery Maker[1024*576],http://edge01.cdn.aws.subset.host/JewelleryMakerLive/JewelleryMakerLive/playlist.m3u8
泰国SUVARNABHUMI[320*240],http://203.146.129.233:1935/live/mp4:suwan/playlist.m3u8
波兰TV Torun[640*360],http://217.173.176.107:1935/live/ngrp:tvk.stream_all/master.m3u8
匈牙利1 Music音乐频道[1047*576],http://stream.1music.hu/stream/1music.m3u8
匈牙利1 Music音乐频道[1047*576],http://92.249.129.152/stream/1music.m3u8
挪威Kanal 10[1024*576],http://cdn-kanal10.crossnet.net/kanal10no/live1/playlist.m3u8
挪威Stortinget[1024*576],http://flash0.19333-live0.dna.qbrick.com:1935/19333-live0/push-stortinget_1/playlist.m3u8
瑞典Kanal 10[1024*576],http://cdn-kanal10.crossnet.net:1935/kanal10/mp4:mpegts.stream/playlist.m3u8
澳大利亚4BC Brisbane[1280*720],http://bris4bcvid-lh.akamaihd.net/i/brisbanebcvida_1@110989/master.m3u8
荷兰Omroep Ede[854*480],http://ms2.mx-cd.net/tv/113-474263/EdeTV.smil/playlist.m3u8
丹麦博恩霍尔姆电视台TV2 Bornholm[1280*720],http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
丹麦TV2 Lorry[640*360],http://cdn-lt-hls-vod.tv2lorry.dk/fhls/p/2045321/sp/204532100/serveFlavor/entryId/0_0u9letdh/v/1/flavorId/0_p5f7q6yf/name/a.mp4/index.m3u8
丹麦TV2 Fyn[640*360],http://cdn-lt-hls-vod.tv2fyn.dk/fhls/p/1966291/sp/196629100/serveFlavor/entryId/0_yct7rqn3/v/2/flavorId/0_h2wfmuqm/name/a.mp4/index.m3u8
爱尔兰TG4[512*288],http://csm-e.cds1.yospace.com/csm/live/74246610.m3u8
瑞士Tele M1[1280*720],http://klive-a.akamaihd.net/dc-1/live/hls/p/1719221/e/1_ljzy3evp/sd/10000/t/nwOKUovT2mwnA8x_KnC4zg/index-s32.m3u8
新西兰Three[852*480],http://mediaworks-i.akamaihd.net/hls/live/220435/3812193411001/3news_live/master.m3u8
巴西AllSports[1280*720],http://173.236.10.10:1935/dgrau/dgrau/playlist.m3u8
巴西Rede Atividade[852*480],http://173.236.10.10:1935/redeatividade/redeatividade/playlist.m3u8
乌克兰Lale kids’ TV[896*504],http://stream.atr.ua/lale//live/index.m3u8
乌克兰100% News[768*576],http://85.238.112.40:8810/hls_sec/239.33.16.32-.m3u8
乌克兰M2-Ukraina音乐频道[1280*720],http://live.m2.tv/hls3/stream.m3u8
乌克兰VOTV[1920*1080],http://hls.cdn.ua/vo.org.ua_live/_definst_/online-ru-hotbird-high/chunklist.m3u8
保加利亚旅游高清频道This is Bulgaria HD[1280*720],http://31.13.223.104:1935/travel/community.stream/playlist.m3u8
墨西哥MilenioTelevisión[1280*720],http://bcoveliveios-i.akamaihd.net/hls/live/201661/57828478001/milenio_center_512k@51752.m3u8
墨西哥Uno TV (VOD)[426*240],http://ooyalahd2-f.akamaihd.net/i/UnoTV01_delivery@122640/master.m3u8
捷克JOJ Family[960*540],http://nn2.joj.sk/hls/family-540.m3u8
捷克Retro (Opt-1)[640*360],http://stream.mediawork.cz/retrotv/retrotvHQ1/playlist.m3u8
斯洛伐克WAU[960*540],http://nn2.joj.sk/hls/wau-540.m3u8
斯洛伐克Joj Plus[1280*720],http://nn2.joj.sk/hls/joj-720.m3u8
阿根廷Radio TV Neuquen[1280*720],http://media.neuquen.gov.ar/rtn/television/chunklist_w1330236482.m3u8
白俄罗斯维捷布斯克Nashe TV[1024*576],http://hls-01-nashetv.magonet.ru/nashetv/live/index.m3u8
科威特KUWAIT ONE[800*480],http://wms.tecnoxia.com:1935/8158/8158/chunklist_w299184953.m3u8
阿尔巴尼亚TVSH Albania[640*360],http://tvsn-i.akamaihd.net/hls/live/261837/expo/expo_750.m3u8
拉脱维亚TV Net[640*360],http://player.tvnet.lv/stream/amlst:61659/chunklist_w1822312625_b528000_pd892000.m3u8
秘鲁Antares TV[1280*720],http://173.192.105.252:1935/iptvantares/liveantarestv/playlist.m3u8
哥斯达黎加 Telered[1280*720],http://k4.usastreams.com/Telesistemas/Telesistemas/playlist.m3u8
哥斯达黎加 Telesur[1280*720],http://k3.usastreams.com:1935/telesur/telesur/playlist.m3u8
罗马尼亚Cromtel TV[1024*576],http://webmobile.xdev.ro:81/tv7/playlist.m3u8?time=1463062060161
罗马尼亚Iasi TV Life[1024*576],http://webmobile.xdev.ro:81/tv24/playlist.m3u8?time=1464028219168
罗马尼亚TV Kit[768*576],http://webmobile.xdev.ro:81/tv9/playlist.m3u8
摩尔多瓦NTV[768*576],http://93.115.137.166/hls/ntvm.m3u8
摩尔多瓦Publika TV[1280*720],http://livebeta.publika.md/LIVE/P/6810.m3u8
摩尔多瓦Tele M[768*576],http://webmobile.xdev.ro:81/tv16/playlist.m3u8
拉丁美洲La Mega Mundial[1280*720],http://68.235.35.243:1935/lamegamundial/lamegamundial2/playlist.m3u8
拉丁美洲TV Marti[512*288],http://ocb-lh.akamaihd.net/i/ocb_mpls_tvmc1@383606/master.m3u8
塞尔维亚 Duga TV[384*288],http://w10.streamgb.com:1935/dugaplus/dugaplus/playlist.m3u8
波斯尼亚 777 TehnikaTV[360*288],http://109.123.70.27:1935/tehnikatv777/tehnikatv777/playlist.m3u8
波斯尼亚 Al Jazeera Balkans[640*360],http://aljazeera-balkans-apple-live.adaptive.level3.net/apple/aljazeera/balkans/800.m3u8
喀麦隆 Vision 4[327*240],http://cdnamd-hls-globecast.akamaized.net/live/ramdisk/vision4/hls_video/index.m3u8
塞浦路斯Sigma TV (Greek)[1536*864],http://81.21.47.74/hls/live.m3u8
以色列Knesset Channel[854*480],http://w3.013.gostreaming.tv:1935/Knesset/myStream/playlist.m3u8
黎巴嫩Al Manar[990*552],http://live.mediaforall.net:1935/liveorigin/livestream_480p/playlist.m3u8

测试 ■,#genre#
耀才财经台[1024*576],http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
探索科学[1280*720],http://122.155.180.8:5021/live/457
KTV HD[1920*1440],rtmp://218.38.152.31/klive/klive.stream
EBSi[300*200],http://ebs.co.kr/common/swf/onair_player.swf?A=true&V=
ADSport 1HD[1280*720],http://adtv.ercdn.net/adsport1/adsport1_720p.m3u8
ADSport 2HD[1280*720],http://adtv.ercdn.net/adsport2/adsport2_720p.m3u8
探索世界[1280*720],http://122.155.180.8:5021/live/440
探索频道[1280*720],http://122.155.180.8:5021/live/497
耀才财经[512*288],http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经台[1024*576],http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经台[512*288],http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经台[512*288],http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
探索世界[1280*720],http://122.155.180.8:5021/live/440
探索世界[1280*720],http://122.155.180.8:5021/live/440
探索频道[1280*720],http://122.155.180.8:5021/live/497
韩国阿里郎[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
俄罗斯红线TV[853*480],http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/chunklist.m3u8
VOA[512*288],https://voa-lh.akamaihd.net/i/voa_tvmc2@317693/master.m3u8
塞浦路斯CCN[1024*576],https://cdn.istoikona.com/ccnrtv/live/ccnradio/playlist.m3u8
舌尖上的中国[1024*576],http://aldirect.hls.huya.com/huyalive/30765679-2523417472-10837995516394995712-2847699158-10057-A-1521181527-1_1200.m3u8
香港卫视[1024*576],http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
点掌财经[1280*720],http://cclive2.aniu.tv/live/anzb.m3u8
巴黎[848*480],http://bfmparishdslive-lh.akamaihd.net/i/BFMPARIS_KB@429747/index_1236_av-p.m3u8
老K电影[704*384],http://js.hls.huya.com/huyalive/30765679-2478268764-10644083292078342144-2847699106-10057-A-0-1_1200.m3u8
广东体育[1280*720],http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=20&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
RB意大利m20 TV[640*360],http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-p.m3u8
RB拉丁美洲CGTN[1024*576],http://livees.cgtn.com/1000e/prog_index.m3u8
新西兰Three[852*480],http://mediaworks-i.akamaihd.net/hls/live/220435/3812193411001/3news_live/master.m3u8
日本H[720*404],http://192.240.127.34:1935/live/cs14.stream/playlist.m3u8
RB美国Newsmax TV[1920*1080],http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
真实改编[1280*480],http://tx.hls.huya.com/huyalive/30765679-2554414680-10971127511022305280-3048991634-10057-A-0-1.m3u8
台湾全美台[854*480],http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
台湾亲子台[854*480],http://ms003.happytv.com.tw/live/F9YMztT5DcwWEr1f/index.m3u8
高清电影3[960*400],http://tx.hls.huya.com/huyalive/29106097-2689406282-11550912026846953472-2789274558-10057-A-0-1_1200.m3u8
清华大学电视台[1920*1080],http://v.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
美国中文电视[725*406],http://media3.sinovision.net:1935/live/livestream/playlist.m3u8
NOW TV[1024*576],http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=202&amp;FvSeid=1&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;Provider_id=0&amp;Pcontent_id=8114.m3u8
澳门微电影频道[720*406],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
农业农村[1024*576],http://live6.plus.hebtv.com/cctv7/sd/live.m3u8
搞笑短片[1920*1080],http://tx.hls.huya.com/huyalive/94525224-2655537474-11405446604132450304-2704233350-10057-A-0-1.m3u8
高清时装秀[1280*720],http://hls-ott-zhibo.wasu.tv/live/297/index.m3u8
瑞士[1280*720],http://klive-a.akamaihd.net/dc-1/live/hls/p/1719221/e/1_0mc3z57p/t/gaudIWTPWrpJe6yJmHI9vA/index-s32.m3u8
卡通[853*480],https://mysisli.com/36bay2/gin/giniko_trt4cocuk_900kb_36bay2/tracks-v1a1/mono.m3u8
土耳其[640*360],http://trtcanlitv-lh.akamaihd.net/i/TRTWORLD_1@321783/master.m3u8
13[853*480],http://mysisli.com/36bay2/gin/giniko_kurdsat_700kb_36bay2/tracks-v1a1/mono.m3u8
维多利亚的秘密[800*453],http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
凤凰卫视[427*240],http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=190&FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=190&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=.m3u8&Fsv_CMSID=&Fsv_otype=1
荒野求生[640*400],http://aldirect.hls.huya.com/huyalive/28466698-2689656358-11551986095088467968-3048959616-10057-A-1525510878-1_1200.m3u8
历史台[720*404],http://192.240.127.34:1935/live/cs14.stream/playlist.m3u8
美国wwsb[1280*720],http://live.field59.com/wwsb/ngrp:wwsb1_all/playlist.m3u8
信吉电视[640*360],http://220.130.241.203:1935/sjtv/livestream_360p/playlist.m3u8
广东公共[640*480],http://nclive.grtn.cn/ggpd/sd/live.m3u8
名侦探柯南[1024*576],http://aldirect.hls.huya.com/huyalive/29106097-2689279974-11550369538117730304-2777027112-10057-A-0-1_1200.m3u8
香港有线[1280*720],http://aldirect.hls.huya.com/huyalive/29169025-2686219962-11537226886652362752-2710080226-10057-A-0-1_1200.m3u8
星空卫视[785*576],http://218.202.220.2:5000/nn_live.ts?id=STARTV
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
三立新闻[854*480],http://60.199.188.65/HLS/WG_ETTV-N/index.m3u8
三立新闻[854*480],http://60.199.188.65/HLS/WG_ETTV-N/01.m3u8
美国中文电视[725*406],http://media3.sinovision.net:1935/live/livestream/playlist.m3u8
华藏卫视[1280*720],http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
凤凰卫视电影[785*576],rtmp://58.200.131.2:1935/livetv/fhdy
凤凰卫视电影[785*576],rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
CHC高清电影[1920*1080],http://ivi.bupt.edu.cn/hls/chchd.m3u8
HBO台[785*576],http://218.202.220.2:5000/nn_live.ts?id=HBO
HBO台[785*576],http://218.202.220.2:5000/nn_live.m3u8?id=HBO
高清电影1[1024*576],http://aldirect.hls.huya.com/huyalive/94525224-2460685722-10568564701724147712-2789253838-10057-A-0-1_1200.m3u8
高清电影2[1280*720],http://aldirect.hls.huya.com/huyalive/94525224-2460685774-10568564925062447104-2789253840-10057-A-0-1_1200.m3u8
高清电影3[960*400],http://tx.hls.huya.com/huyalive/29106097-2689406282-11550912026846953472-2789274558-10057-A-0-1_1200.m3u8
高清电影4[1280*720],http://aldirect.hls.huya.com/huyalive/29106097-2689453724-11551115788685410304-2847687506-10057-A-1525422901-1_1200.m3u8
Viu TV[512*288],http://tv.portalfoxmix.club:1935/portalfoxmix/portalfoxmix/chunklist_w992443009.m3u8
ANTV[1047*576],http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
ASTRO 华丽FHD[1920*1080],http://50.7.161.82:8278/Wlt/playlist.m3u8?tid=m02000000000016043749&ct=17975&tsum=d1a1fa239caa75e05867fdf3231fedf6
Canal M HD[1280*720],http://wowza.montevideo.com.uy:1936/live/_definst_/mvdstrem/chunklist_w1488231185.m3u8
CBN每日影院[1024*576],http://42.48.60.248:8082/live/gqts-800k.m3u8
CBN幸福剧场[1024*576],http://42.48.60.248:8082/live/gqys-800k.m3u8
CGTN[1024*576],http://livedoc.cgtn.com/1000d/prog_index.m3u8
CGTN[1024*576],http://live.cgtn.com/500/prog_index.m3u8
CGTN[1280*720],http://cgntv-glive.ofsdelivery.net/live/_definst_/cgntv_jp/chunklist_w1853770763.m3u8
Channel 8[1280*720],https://d34e90s3s13i7n.cloudfront.net/hls/ch8ctv/master02.m3u8
CHC高清电影FHD[1920*1080],http://ivi.bupt.edu.cn/hls/chchd.m3u8
CHC华诚影视[640*360],http://live1.nty.tv189.com/tm-cridyty-800k.m3u8
CHC家庭影院[1920*1080],http://61.161.250.44:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=1&Fsv_chan_hls_se_idx=24&Provider_id=&Pcontent_id=index.m3u8
Chinese Ghost[720*416],http://tx.hls.huya.com/huyalive/94525224-2460686034-10568566041753944064-2789274542-10057-A-0-1_1200.m3u8
CIBN禅文化[640*360],http://live3.nty.tv189.com/tm-yg1cwhpd-512k.m3u8
CIBN禅文化[300*200],http://player.pplive.cn/live/2.12.29/player4live2.swf?pl=pptv://0a2fmamapqGSy7O&pid=493601
HRB新闻FHD[1920*1080],http://111.40.205.87/PLTV/88888888/224/3221225745/index.m3u8
HRB娱乐[768*576],http://111.40.205.87/PLTV/88888888/224/3221225759/index.m3u8
KBS LIVE Dokdo[960*540],http://kbs-dokdo.gscdn.com/dokdo_300/_definst_/dokdo_300.stream/playlist.m3u8
Lale[896*504],http://stream.atr.ua/lale//live/index.m3u8
M2O[640*360],http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-p.m3u8
M2O[640*360],http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-b.m3u8?iptvgratis?chile.m3u8
Music chanel[1047*576],http://92.249.129.152/stream/1music.m3u8
Sky News[960*540],http://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master960x540.m3u8
TVNZ[864*486],http://s1.media-planet.sk:80/live/novezamky/BratuMarian.m3u8
澳门卫视[720*406],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门卫视[720*406],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门卫视[720*406],http://61.244.22.4/ch3/_definst_/ch3.live/chunklist_w248237998.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳门资讯HD[1280*720],http://103.233.191.138/ch5/info_ch5.live/playlist.m3u8
澳视澳门HD[1280*720],http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳视体育[1280*720],http://103.233.191.138/ch4/sport_ch4.live/playlist.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/playlist.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MSTV/playlist.m3u8
禅修电视[1280*720],http://210.209.3.1/live/A0F68EE9-C2D8-CE9D-87A6-5A405AAC3B8E.m3u8?fmt=x264_500K_ts&cpid=admin&size=1280X720
陈慧娴 - 玻璃窗的爱[640*352],http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/i78cWdjCSglPJHDaedL%40%40ld.m3u8
第一财经[640*360],http://w1.livecdn.yicai.com/hls/live/CBN_sd/live.m3u8
点掌财经[1280*720],http://cclive2.aniu.tv/live/anzb.m3u8
赌圣[1080*580],http://vip.okokbo.com/20171224/3iPxQNIu/index.m3u8
凤凰中文HD[1280*720],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰资讯HD[1280*720],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
港台电影[960*400],http://tx.hls.huya.com/huyalive/29106097-2689406282-11550912026846953472-2789274558-10057-A-0-1_1200.m3u8
高清电影FHD[1024*576],http://tx.hls.huya.com/huyalive/30765679-2554414705-10971127618396487680-3048991636-10057-A-0-1.m3u8
古惑仔电影[1280*720],http://tx.hls.huya.com/huyalive/30765679-2523417522-10837995731143360512-2777068634-10057-A-0-1_1200.m3u8
广元影视[720*576],http://3g.dzsm.com/streamer/gy01.m3u8
皇马足球[720*404],http://rmtv24hweblive-lh.akamaihd.net/i/rmtv24hwebes_1@300661/index_3_av-p.m3u8
皇马足球[720*404],http://rmtv24hweblive-lh.akamaihd.net/i/rmtv24hweben_1@300662/index_3_av-b.m3u8
京视剧场[1047*576],http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221227040/index.m3u8

广播 ■,#genre#
CNR 中国交通广播,http://live.xmcdn.com/live/45/64.m3u8
CNR 中国交通广播,http://ls.qingting.fm/live/4985.m3u8
CNR 中国交通广播,http://ngcdn016.cnr.cn/live/gsgljtgb/index.m3u8
CNR 中国交通广播,http://ngcdn016.cnr.cn/live/gsgljtgb48/index.m3u8
CNR 中国民乐,http://live.xmcdn.com/live/1060/64.m3u8
CNR 中国民乐,http://ls.qingting.fm/live/4991.m3u8
CNR 中国民乐,http://ngcdn021.cnr.cn/live/zgmy/index.m3u8
CNR 中国民乐,http://ngcdn021.cnr.cn/live/zgmy48/index.m3u8
CNR 中国乡村之声,http://live.xmcdn.com/live/46/64.m3u8
CNR 中国乡村之声,http://ls.qingting.fm/live/5039.m3u8
CNR 中国乡村之声,http://ngcdn017.cnr.cn/live/xczs/index.m3u8
CNR 中国乡村之声,http://ngcdn017.cnr.cn/live/xczs48/index.m3u8
CNR 中国之声,http://live.xmcdn.com/live/1065/64.m3u8
CNR 中国之声,http://ls.qingting.fm/live/386.m3u8
CNR 中国之声,http://ngcdn001.cnr.cn/live/zgzs/index.m3u8
CNR 中国之声,http://ngcdn001.cnr.cn/live/zgzs48/index.m3u8
CNR 中华之声,http://live.xmcdn.com/live/14/64.m3u8
CNR 中华之声,http://ls.qingting.fm/live/390.m3u8
CNR 中华之声,http://ngcdn005.cnr.cn/live/zhzs/index.m3u8
CNR 中华之声,http://ngcdn005.cnr.cn/live/zhzs48/index.m3u8
东方广播 FM89.9,http://live.xmcdn.com/live/1732/64.m3u8
东方广播 FM89.9,http://ls.qingting.fm/live/4893.m3u8
东方广播 FM89.9,http://rs-bj.ajmide.com/r_9/9.m3u8
江苏交通广播 FM101.1,http://live.xmcdn.com/live/536/64.m3u8
江苏交通广播 FM101.1,http://ls.qingting.fm/live/4054.m3u8
江苏交通广播 FM101.1,http://lzlive.vojs.cn/4TaHTeL/92/live.m3u8
江苏经典流行音乐 FM97.5,http://lzlive.vojs.cn/2wtSfrS/92/live.m3u8
江苏文艺广播 AM1053,http://lzlive.vojs.cn/pL6NkZo/92/live.m3u8
江苏新闻广播 FM93.7,http://live.xmcdn.com/live/534/64.m3u8
江苏新闻广播 FM93.7,http://ls.qingting.fm/live/4944.m3u8
江苏新闻广播 FM93.7,http://lzlive.vojs.cn/5Fo8mMX/92/live.m3u8
江苏新闻综合广播 AM702,http://live.xmcdn.com/live/533/64.m3u8
江苏新闻综合广播 AM702,http://ls.qingting.fm/live/5055.m3u8
江苏新闻综合广播 AM702,http://lzlive.vojs.cn/rTyLc36/92/live.m3u8
江苏音乐广播 FM89.7,http://lzlive.vojs.cn/jAmO6Ng/92/live.m3u8
南通交通广播 FM92.9,http://live.xmcdn.com/live/741/64.m3u8
南通交通广播 FM92.9,http://ls.qingting.fm/live/2216385.m3u8
南通私家车广播 FM106.1,http://ls.qingting.fm/live/1738915.m3u8
南通新闻广播 FM97.0,http://live.xmcdn.com/live/739/64.m3u8
南通新闻广播 FM97.0,http://ls.qingting.fm/live/1611381.m3u8
南通音乐广播 FM91.8,http://live.xmcdn.com/live/742/64.m3u8
南通音乐广播 FM91.8,http://ls.qingting.fm/live/1606731.m3u8
上海人民广播电台 FM93.4,http://live.xmcdn.com/live/58/64.m3u8
上海人民广播电台 FM93.4,http://ls.qingting.fm/live/270.m3u8
上海人民广播电台 FM93.4,http://rs-bj.ajmide.com/r_7/7.m3u8
上海戏剧曲艺 AM1197,http://live.xmcdn.com/live/60/64.m3u8
上海戏剧曲艺 AM1197,http://rs.ajmide.com/r_6/6.m3u8

学院私拍秀 ■_7811,#genre#
《学院私拍秀01》,https://135zyv6.xw0371.com/2018/12/11/tggjHEReaUN7Uyod/playlist.m3u8
《学院私拍秀02》,https://135zyv6.xw0371.com/2018/12/11/RPLTSvjqj9pRXpxC/playlist.m3u8
《学院私拍秀03》,https://135zyv6.xw0371.com/2018/12/11/porIBerWez8kyfLI/playlist.m3u8
《学院私拍秀04》,https://135zyv6.xw0371.com/2018/12/11/HUggqXT09EZJMD2M/playlist.m3u8
《学院私拍秀05》,https://135zyv6.xw0371.com/2018/12/11/hY87v4n0bIqqf0uv/playlist.m3u8
《学院私拍秀06》,https://135zyv6.xw0371.com/2018/12/12/rrJ1CINumptHhvXZ/playlist.m3u8
《学院私拍秀07》,https://135zyv6.xw0371.com/2018/12/12/rrv20mBI27tnBE0D/playlist.m3u8
《学院私拍秀08》,https://135zyv6.xw0371.com/2018/12/12/YWOb2KaLkRqSpyRm/playlist.m3u8
《学院私拍秀09》,https://135zyv6.xw0371.com/2018/12/12/GJVrFiNnJSxqx8VJ/playlist.m3u8
《学院私拍秀10》,https://135zyv6.xw0371.com/2018/12/12/0qAnQRdNOy4JKtHq/playlist.m3u8
《学院私拍秀100》,https://135zyv6.xw0371.com/2018/12/30/brCaVe27hkcv6nL3/playlist.m3u8
《学院私拍秀101》,https://135zyv6.xw0371.com/2018/12/31/oMT6cM6Gsxg7zrte/playlist.m3u8
《学院私拍秀102》,https://135zyv6.xw0371.com/2018/12/31/mjcTAXNiedmsckQ5/playlist.m3u8
《学院私拍秀103》,https://135zyv6.xw0371.com/2018/12/31/xlzsW3UyyUldu5QA/playlist.m3u8
《学院私拍秀104》,https://135zyv6.xw0371.com/2018/12/31/5ttFHntRIpDSfLx5/playlist.m3u8
《学院私拍秀105》,https://135zyv6.xw0371.com/2018/12/31/blgU8LrXZhD4ELcv/playlist.m3u8
《学院私拍秀106》,https://135zyv6.xw0371.com/2019/01/01/NtqdShqiMRCDT9Po/playlist.m3u8
《学院私拍秀107》,https://135zyv6.xw0371.com/2019/01/01/YsEhXQGfYffWdkxS/playlist.m3u8
《学院私拍秀108》,https://135zyv6.xw0371.com/2019/01/01/2lqfgDlJJtoURi3a/playlist.m3u8
《学院私拍秀109》,https://135zyv6.xw0371.com/2019/01/01/LIJps7ReprBvWYpW/playlist.m3u8
《学院私拍秀11》,https://135zyv6.xw0371.com/2018/12/13/dTMTshhDz7xhftKl/playlist.m3u8
《学院私拍秀111》,https://135zyv6.xw0371.com/2019/01/02/qfPr4XF3Wy9Njnu0/playlist.m3u8
《学院私拍秀112》,https://135zyv6.xw0371.com/2019/01/02/5CIMX6LD1AshTy5w/playlist.m3u8
《学院私拍秀113》,https://135zyv6.xw0371.com/2019/01/02/b6v3pFydxmIPqlu3/playlist.m3u8
《学院私拍秀114》,https://135zyv6.xw0371.com/2019/01/02/E5sd96rRArTTRnjh/playlist.m3u8
《学院私拍秀115》,https://135zyv6.xw0371.com/2019/01/02/srRCrAeIrKkhCktH/playlist.m3u8
《学院私拍秀116》,https://135zyv6.xw0371.com/2019/01/03/u3D0qijTxGZjH8A1/playlist.m3u8
《学院私拍秀117》,https://135zyv6.xw0371.com/2019/01/03/JIGNWYkHbUKqVNY4/playlist.m3u8
《学院私拍秀118》,https://135zyv6.xw0371.com/2019/01/03/yaPeRLtp0tGgkags/playlist.m3u8
《学院私拍秀119》,https://135zyv6.xw0371.com/2019/01/03/ePwiePm986DH2Ctc/playlist.m3u8
《学院私拍秀12》,https://135zyv6.xw0371.com/2018/12/13/moigt1vcbqowxeHe/playlist.m3u8
《学院私拍秀120》,https://135zyv6.xw0371.com/2019/01/03/IBrbBUGRyjD4sVDJ/playlist.m3u8
《学院私拍秀121》,https://135zyv6.xw0371.com/2019/01/04/k00oRRwpuikap0Ok/playlist.m3u8
《学院私拍秀122》,https://135zyv6.xw0371.com/2019/01/04/UYTIuJVIXKrvOUHa/playlist.m3u8
